episode_id,symbol,name,anchor_date,candidate_date,outcome_3d,outcome_reason_3d,outcome_5d,outcome_reason_5d,time_to_s1_10d,time_to_invalid_10d,first_event_type_10d,first_event_date_10d,window_incomplete_5d,window_incomplete_10d,first_event_right_censored_10d,candidate_reconciliation_status,feature_3d_has_provisional,label_5d_has_provisional,s1_price,invalid_price,data_quality,quality_flags,feature_snapshot_id,label_snapshot_id_5d
600228:20250314:605,600228,返利科技,2025-03-14,2025-03-17,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-18,False,False,False,CONFIRMED,False,False,7.47,6.18,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002361:20250313:703,002361,,2025-03-13,2025-03-17,NO_LAUNCH,no S1 and no invalid touch within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,5.0,INVALID_FIRST,2025-03-24,False,False,False,CONFIRMED,False,False,7.73,6.63,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600300:20250314:349,600300,,2025-03-14,2025-03-17,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,2.0,INVALID_FIRST,2025-03-19,False,False,False,CONFIRMED,False,False,4.22,3.47,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
605337:20250314:1232,605337,李子园,2025-03-14,2025-03-17,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-18,False,False,False,CONFIRMED,False,False,16.67,12.26,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600318:20250314:923,600318,,2025-03-14,2025-03-17,NO_LAUNCH,no S1 and no invalid touch within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,4.0,INVALID_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,10.86,9.04,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
605011:20250313:2628,605011,杭州热电,2025-03-13,2025-03-17,NO_LAUNCH,no S1 and no invalid touch within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,6.0,5.0,INVALID_FIRST,2025-03-24,False,False,False,CONFIRMED,False,False,26.99,24.51,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
001209:20250314:1948,001209,,2025-03-14,2025-03-17,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-18,False,False,False,CONFIRMED,False,False,21.9,19.38,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600382:20250314:495,600382,,2025-03-14,2025-03-17,NO_LAUNCH,no S1 and no invalid touch within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,5.0,INVALID_FIRST,2025-03-24,False,False,False,CONFIRMED,False,False,5.09,4.65,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603168:20250314:781,603168,,2025-03-14,2025-03-17,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-18,False,False,False,CONFIRMED,False,False,8.45,7.39,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000925:20250312:952,000925,,2025-03-12,2025-03-17,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-18,False,False,False,CONFIRMED,False,False,9.93,8.98,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002678:20250314:508,002678,,2025-03-14,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-19,False,False,False,CONFIRMED,False,False,5.45,4.81,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002732:20250314:1738,002732,,2025-03-14,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,2.0,1.0,INVALID_FIRST,2025-03-19,False,False,False,CONFIRMED,False,False,18.18,17.29,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600892:20250317:376,600892,,2025-03-17,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,3.0,2.0,INVALID_FIRST,2025-03-20,False,False,False,CONFIRMED,False,False,3.83,3.51,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600844:20250314:289,600844,金煤科技,2025-03-14,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,3.0,INVALID_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,3.56,2.74,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600590:20250314:1188,600590,,2025-03-14,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,3.0,INVALID_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,12.21,9.82,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002664:20250317:1970,002664,,2025-03-17,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-19,False,False,False,CONFIRMED,False,False,23.3,19.54,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600779:20250314:5332,600779,,2025-03-14,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,3.0,INVALID_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,54.68,50.91,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600774:20250314:834,600774,,2025-03-14,2025-03-18,NO_LAUNCH,no S1 and no invalid touch within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,4.0,INVALID_FIRST,2025-03-24,False,False,False,CONFIRMED,False,False,9.54,7.76,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600764:20250314:3260,600764,,2025-03-14,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-19,False,False,False,CONFIRMED,False,False,35.0,30.63,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600738:20250314:596,600738,,2025-03-14,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-19,False,False,False,CONFIRMED,False,False,7.32,5.3,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600708:20250317:358,600708,,2025-03-17,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-19,False,False,False,CONFIRMED,False,False,3.94,3.56,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600702:20250314:5959,600702,舍得酒业,2025-03-14,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,2.0,INVALID_FIRST,2025-03-20,False,False,False,CONFIRMED,False,False,68.97,59.29,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600429:20250314:464,600429,三元股份,2025-03-14,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,3.0,INVALID_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,4.76,4.41,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600597:20250314:906,600597,,2025-03-14,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,2.0,INVALID_FIRST,2025-03-20,False,False,False,CONFIRMED,False,False,9.56,8.6,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600467:20250317:252,600467,,2025-03-17,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-19,False,False,False,CONFIRMED,False,False,2.97,2.51,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002896:20250317:10846,002896,中大力德,2025-03-17,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-19,False,False,False,CONFIRMED,False,False,116.27,103.01,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
605179:20250314:2190,605179,一鸣食品,2025-03-14,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-19,False,False,False,CONFIRMED,False,False,22.69,21.1,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000417:20250314:615,000417,合百集团,2025-03-14,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,3.0,INVALID_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,6.38,5.82,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002899:20250317:2701,002899,,2025-03-17,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,3.0,INVALID_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,28.2,25.23,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000799:20250314:5188,000799,,2025-03-14,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,3.0,INVALID_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,53.44,49.53,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600490:20250314:396,600490,,2025-03-14,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-19,False,False,False,CONFIRMED,False,False,4.4,3.94,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002910:20250314:996,002910,,2025-03-14,2025-03-18,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,2.0,INVALID_FIRST,2025-03-20,False,False,False,CONFIRMED,False,False,10.36,9.38,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603336:20250317:510,603336,宏辉果蔬,2025-03-17,2025-03-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,3.0,INVALID_FIRST,2025-03-24,False,False,False,CONFIRMED,False,False,5.3,4.81,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000967:20250318:682,000967,盈峰环境,2025-03-18,2025-03-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,3.0,INVALID_FIRST,2025-03-24,False,False,False,CONFIRMED,False,False,7.56,6.19,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603268:20250318:4373,603268,,2025-03-18,2025-03-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-20,False,False,False,CONFIRMED,False,False,45.98,40.27,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603960:20250317:2481,603960,,2025-03-17,2025-03-19,FAILED_BREAKOUT,S1 touched but close 25.23 < S1 25.49,FAILED_BREAKOUT,FAILED_ACCEPTANCE: S1 touched but close 25.23 < S1 25.49,1.0,3.0,S1_FIRST,2025-03-20,False,False,False,CONFIRMED,False,False,25.49,23.06,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000820:20250317:318,000820,神雾节能,2025-03-17,2025-03-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,3.0,2.0,INVALID_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,3.31,3.0,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
601798:20250317:752,601798,,2025-03-17,2025-03-19,SUCCESS,S1 first + close>=S1 + volume>=signal-day volume,SUCCESS,S1 first + close>=S1 + volume>=signal-day volume,2.0,5.0,S1_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,8.2,7.12,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002076:20250317:427,002076,,2025-03-17,2025-03-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,2.0,INVALID_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,4.74,4.03,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603458:20250317:722,603458,,2025-03-17,2025-03-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-20,False,False,False,CONFIRMED,False,False,7.65,6.87,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002397:20250318:418,002397,,2025-03-18,2025-03-19,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-20,False,False,False,CONFIRMED,False,False,4.46,4.01,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603211:20250318:2131,603211,,2025-03-18,2025-03-20,FAILED_BREAKOUT,S1 touched but close 22.92 < S1 23.00,FAILED_BREAKOUT,FAILED_ACCEPTANCE: S1 touched but close 22.92 < S1 23.00,1.0,2.0,S1_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,23.0,21.2,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603183:20250317:469,603183,,2025-03-17,2025-03-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,2.0,INVALID_FIRST,2025-03-24,False,False,False,CONFIRMED,False,False,4.88,4.19,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000409:20250318:1602,000409,,2025-03-18,2025-03-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,2.0,INVALID_FIRST,2025-03-24,False,False,False,CONFIRMED,False,False,16.4,13.1,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603915:20250318:2075,603915,,2025-03-18,2025-03-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,22.4,20.65,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000507:20250318:554,000507,,2025-03-18,2025-03-20,NO_LAUNCH,no S1 and no invalid touch within 3 sessions,NO_LAUNCH,no S1 and no invalid touch within 5 sessions,,7.0,INVALID_FIRST,2025-03-31,False,False,False,CONFIRMED,False,False,5.95,5.21,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600979:20250319:631,600979,,2025-03-19,2025-03-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,3.0,INVALID_FIRST,2025-03-25,False,False,False,CONFIRMED,False,False,8.05,6.28,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000420:20250318:402,000420,,2025-03-18,2025-03-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,2.0,INVALID_FIRST,2025-03-24,False,False,False,CONFIRMED,False,False,4.11,3.8,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600692:20250319:843,600692,,2025-03-19,2025-03-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,9.15,8.39,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
605058:20250318:2608,605058,,2025-03-18,2025-03-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,27.5,25.95,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
000573:20250318:486,000573,,2025-03-18,2025-03-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,4.0,2.0,INVALID_FIRST,2025-03-24,False,False,False,CONFIRMED,False,False,4.97,4.51,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
603390:20250318:1191,603390,,2025-03-18,2025-03-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,2.0,INVALID_FIRST,2025-03-24,False,False,False,CONFIRMED,False,False,12.76,11.14,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002990:20250317:3441,002990,,2025-03-17,2025-03-20,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,2.0,1.0,INVALID_FIRST,2025-03-21,False,False,False,CONFIRMED,False,False,31.54,29.44,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
002838:20250319:1656,002838,道恩股份,2025-03-19,2025-03-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,7.0,1.0,INVALID_FIRST,2025-03-24,False,False,False,CONFIRMED,False,False,18.0,15.56,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
600185:20250319:627,600185,,2025-03-19,2025-03-21,STRUCTURE_FAIL,invalid first within 3 sessions,STRUCTURE_FAIL,invalid first within 5 sessions,,1.0,INVALID_FIRST,2025-03-24,False,False,False,CONFIRMED,False,False,7.42,6.24,PARTIAL,"[""INFERRED_LIMIT_ANCHOR"", ""MISSING_SCORE_FIELD:amplitude_contraction"", ""MISSING_SCORE_FIELD:b2_quality""]",snap-2026-07-31-b5f84004de8a,snap-2026-08-06-e798f88ff67b
