feature,CHECKPOINT,group,rank_biserial,boot_ci_lo,boot_ci_hi,median_diff
probe_v01_compat,1330,FAILED_BREAKOUT,0.0,0.0,0.0,0.0
probe_v01_compat,1330,STRUCTURE_FAIL,0.0,0.0,0.0,0.0
continuous_s1_approach,1330,FAILED_BREAKOUT,0.0381,-1.7205,1.5098,0.1466
continuous_s1_approach,1330,STRUCTURE_FAIL,-0.3245,-0.0447,4.6287,2.1778
cum_volume,1330,FAILED_BREAKOUT,-0.0985,-5289349.575,27903905.6,18156092.0
cum_volume,1330,STRUCTURE_FAIL,-0.1029,-10843410.2125,19989189.575,8118007.0
cum_volume_vs_D1_ratio,1330,FAILED_BREAKOUT,0.3149,-0.3421,-0.0098,-0.2164
cum_volume_vs_D1_ratio,1330,STRUCTURE_FAIL,0.3912,-0.5451,-0.0423,-0.2412
cum_volume_vs_anchor_ratio,1330,FAILED_BREAKOUT,0.291,-0.3218,0.076,-0.1387
cum_volume_vs_anchor_ratio,1330,STRUCTURE_FAIL,0.3167,-0.5796,0.0353,-0.1641
volume_since_session_low,1330,FAILED_BREAKOUT,-0.0345,-5532143.95,25619696.025,4073985.5
volume_since_session_low,1330,STRUCTURE_FAIL,-0.0539,-11642712.8,19402413.3625,-3069571.5
volume_on_recovery,1330,FAILED_BREAKOUT,-0.18,-383681.125,12958100.0,6319021.0
volume_on_recovery,1330,STRUCTURE_FAIL,-0.0815,-5507320.3,10343231.65,1775645.0
return_from_open_pct,1330,FAILED_BREAKOUT,0.0546,-1.8947,0.7817,-0.1649
return_from_open_pct,1330,STRUCTURE_FAIL,-0.1029,-0.853,1.8024,0.6709
return_from_prev_close_pct,1330,FAILED_BREAKOUT,-0.0495,-1.1495,1.4895,0.2384
return_from_prev_close_pct,1330,STRUCTURE_FAIL,-0.198,-0.419,2.6225,1.1661
session_range_pct,1330,FAILED_BREAKOUT,0.2366,-1.5544,0.2108,-0.5872
session_range_pct,1330,STRUCTURE_FAIL,0.3583,-1.9383,-0.0005,-1.1417
close_location_so_far,1330,FAILED_BREAKOUT,0.05,-0.2618,0.0988,-0.049
close_location_so_far,1330,STRUCTURE_FAIL,-0.2397,-0.0619,0.3475,0.185
high_from_open_pct,1330,FAILED_BREAKOUT,0.0149,-0.8429,0.883,-0.1982
high_from_open_pct,1330,STRUCTURE_FAIL,0.151,-1.9109,0.0749,-0.9443
low_from_open_pct,1330,FAILED_BREAKOUT,-0.149,-0.1052,1.1386,0.4751
low_from_open_pct,1330,STRUCTURE_FAIL,-0.1294,-0.6131,1.1213,0.1333
lower_shadow_proxy_so_far_pct,1330,FAILED_BREAKOUT,0.1108,-0.6867,0.2775,-0.3191
lower_shadow_proxy_so_far_pct,1330,STRUCTURE_FAIL,0.0623,-0.5663,0.5004,-0.0727
upper_shadow_proxy_so_far_pct,1330,FAILED_BREAKOUT,0.0503,-0.6362,0.5528,-0.3199
upper_shadow_proxy_so_far_pct,1330,STRUCTURE_FAIL,0.3118,-2.0652,-0.1524,-1.5009
checkpoint_close,1330,FAILED_BREAKOUT,0.2802,-10.3805,-0.6447,-5.475
checkpoint_close,1330,STRUCTURE_FAIL,0.0554,-5.4061,4.9696,-0.385
session_low_price,1330,FAILED_BREAKOUT,0.2745,-9.8235,-0.2943,-5.21
session_low_price,1330,STRUCTURE_FAIL,0.0618,-5.2809,4.6331,-0.08
session_high_price,1330,FAILED_BREAKOUT,0.2807,-10.6052,-0.6948,-5.6
session_high_price,1330,STRUCTURE_FAIL,0.0784,-5.5819,4.7244,-0.5
vwap_price,1330,FAILED_BREAKOUT,0.2794,-10.2429,-0.5914,-5.5121
vwap_price,1330,STRUCTURE_FAIL,0.0686,-5.4954,4.7081,-0.5685
s1,1400,FAILED_BREAKOUT,0.2789,-11.062,-0.7311,-5.77
s1,1400,STRUCTURE_FAIL,0.0941,-6.0909,5.175,-0.52
invalid,1400,FAILED_BREAKOUT,0.282,-9.8599,-0.6459,-5.31
invalid,1400,STRUCTURE_FAIL,0.0672,-5.34,4.891,-0.09
D1_close,1400,FAILED_BREAKOUT,0.283,-9.8569,-0.4948,-4.83
D1_close,1400,STRUCTURE_FAIL,0.0721,-5.5991,4.55,-0.34
D1_volume,1400,FAILED_BREAKOUT,-0.2211,-3454678.55,38190319.5,10792861.0
D1_volume,1400,STRUCTURE_FAIL,-0.2569,-3970581.0,37121887.6625,13925971.0
D1_upper_shadow_pct,1400,FAILED_BREAKOUT,-0.3211,0.0,2.0661,1.6802
D1_upper_shadow_pct,1400,STRUCTURE_FAIL,-0.3113,0.0,2.0903,1.6802
D1_close_location,1400,FAILED_BREAKOUT,0.332,-0.8955,0.0,-0.778
D1_close_location,1400,STRUCTURE_FAIL,0.2162,-0.8955,0.0,-0.778
dist_D1_close_to_s1_pct,1400,FAILED_BREAKOUT,0.1113,-2.098,1.2709,-0.6515
dist_D1_close_to_s1_pct,1400,STRUCTURE_FAIL,-0.2147,-0.3001,3.7519,1.7283
dist_D1_close_to_support_pct,1400,FAILED_BREAKOUT,0.0191,-1.0612,2.1712,0.4696
dist_D1_close_to_support_pct,1400,STRUCTURE_FAIL,0.0265,-2.1346,2.0619,-0.1134
dist_D1_close_to_invalid_pct,1400,FAILED_BREAKOUT,-0.0119,-1.4637,2.5018,0.9613
dist_D1_close_to_invalid_pct,1400,STRUCTURE_FAIL,0.0098,-2.0201,2.2019,-0.2458
pullback_volume_dry_up_pre_D0,1400,FAILED_BREAKOUT,0.0949,-0.2766,0.1581,-0.0514
pullback_volume_dry_up_pre_D0,1400,STRUCTURE_FAIL,-0.084,-0.1624,0.3217,0.1349
probe_count_pre_D0,1400,FAILED_BREAKOUT,-0.108,0.0,0.5,0.0
probe_count_pre_D0,1400,STRUCTURE_FAIL,-0.0608,0.0,0.5,0.0
closest_high_to_s1_pre_D0_pct,1400,FAILED_BREAKOUT,0.2183,-5.2386,2.0274,-2.2685
closest_high_to_s1_pre_D0_pct,1400,STRUCTURE_FAIL,0.008,-4.2453,4.6295,-0.1115
pre_D0_min_low,1400,FAILED_BREAKOUT,0.2983,-26.27,2.2215,-6.44
pre_D0_min_low,1400,STRUCTURE_FAIL,0.072,-6.731,7.0,0.645
d0_open,1400,FAILED_BREAKOUT,0.2799,-10.1028,-0.599,-4.89
d0_open,1400,STRUCTURE_FAIL,0.0706,-5.6779,4.53,-0.12
prev_close,1400,FAILED_BREAKOUT,0.283,-9.8569,-0.4948,-4.83
prev_close,1400,STRUCTURE_FAIL,0.0721,-5.5991,4.55,-0.34
anchor_volume,1400,FAILED_BREAKOUT,-0.2124,-783196.0,29472921.8,10431811.0
anchor_volume,1400,STRUCTURE_FAIL,-0.2196,-6820401.675,29799121.975,10549477.0
price_to_s1_pct,1400,FAILED_BREAKOUT,0.0879,-2.4723,0.8689,-0.7813
price_to_s1_pct,1400,STRUCTURE_FAIL,-0.3407,-0.8394,3.8444,0.9248
session_high_to_s1_pct,1400,FAILED_BREAKOUT,0.1325,-1.8134,0.9657,-0.4564
session_high_to_s1_pct,1400,STRUCTURE_FAIL,-0.1608,-1.1348,2.5886,0.6571
best_distance_to_s1_so_far_pct,1400,FAILED_BREAKOUT,0.0294,-1.7768,1.5098,0.1467
best_distance_to_s1_so_far_pct,1400,STRUCTURE_FAIL,-0.3382,-0.0098,4.6612,2.207
s1_cross_count_so_far,1400,FAILED_BREAKOUT,0.0,0.0,0.0,0.0
s1_cross_count_so_far,1400,STRUCTURE_FAIL,0.0,0.0,0.0,0.0
s1_reject_count_so_far,1400,FAILED_BREAKOUT,0.0,0.0,0.0,0.0
s1_reject_count_so_far,1400,STRUCTURE_FAIL,0.0,0.0,0.0,0.0
price_to_support_pct,1400,FAILED_BREAKOUT,-0.0515,-0.7336,1.1251,0.2086
price_to_support_pct,1400,STRUCTURE_FAIL,-0.2304,-0.3136,2.2374,1.0296
price_to_invalid_pct,1400,FAILED_BREAKOUT,-0.0804,-0.6138,1.175,0.2584
price_to_invalid_pct,1400,STRUCTURE_FAIL,-0.2441,-0.2268,2.1944,0.89
session_low_to_support_pct,1400,FAILED_BREAKOUT,-0.1835,-0.2585,1.8819,0.8207
session_low_to_support_pct,1400,STRUCTURE_FAIL,-0.2157,-0.3441,2.3234,1.3339
minutes_since_support_touch,1400,FAILED_BREAKOUT,-0.0619,0.0,0.0,0.0
minutes_since_support_touch,1400,STRUCTURE_FAIL,-0.1053,0.0,0.0,0.0
minutes_from_support_low_to_reclaim,1400,FAILED_BREAKOUT,-0.0125,0.0,0.0,0.0
minutes_from_support_low_to_reclaim,1400,STRUCTURE_FAIL,0.1027,-7.5,0.0,0.0
price_after_support_reclaim_pct,1400,FAILED_BREAKOUT,0.0119,-0.6866,0.5734,-0.192
price_after_support_reclaim_pct,1400,STRUCTURE_FAIL,-0.2923,-0.0912,1.6395,0.7516
drawdown_from_open_pct,1400,FAILED_BREAKOUT,-0.1472,-0.0934,1.1181,0.6345
drawdown_from_open_pct,1400,STRUCTURE_FAIL,-0.1201,-0.6131,1.2304,0.1151
session_low_pct_vs_prev_close,1400,FAILED_BREAKOUT,-0.2598,-0.3794,1.7461,0.5672
session_low_pct_vs_prev_close,1400,STRUCTURE_FAIL,-0.3441,0.0003,2.2077,1.1833
recovery_from_session_low_pct,1400,FAILED_BREAKOUT,0.2263,-1.9846,0.0143,-0.9508
recovery_from_session_low_pct,1400,STRUCTURE_FAIL,-0.0431,-1.033,1.1862,0.0335
recovery_fraction_of_drawdown,1400,FAILED_BREAKOUT,-0.0498,-0.4708,0.704,0.0754
recovery_fraction_of_drawdown,1400,STRUCTURE_FAIL,-0.1251,-0.51,0.8574,0.1349
minutes_low_to_open_reclaim,1400,FAILED_BREAKOUT,0.0813,0.0,0.0,0.0
minutes_low_to_open_reclaim,1400,STRUCTURE_FAIL,-0.0285,0.0,0.0,0.0
minutes_low_to_prev_close_reclaim,1400,FAILED_BREAKOUT,-0.0327,0.0,5.0,0.0
minutes_low_to_prev_close_reclaim,1400,STRUCTURE_FAIL,-0.0156,-5.0,5.0,0.0
price_vs_vwap_pct,1400,FAILED_BREAKOUT,0.1747,-1.196,-0.0897,-0.5948
price_vs_vwap_pct,1400,STRUCTURE_FAIL,-0.1912,-0.3304,0.9469,0.3654
minutes_low_to_vwap_reclaim,1400,FAILED_BREAKOUT,0.0192,-10.0,10.0,0.0
minutes_low_to_vwap_reclaim,1400,STRUCTURE_FAIL,0.0156,-25.0,15.0,-5.0
pct_bars_above_vwap_since_low,1400,FAILED_BREAKOUT,0.1082,-37.4406,14.625,-15.28
pct_bars_above_vwap_since_low,1400,STRUCTURE_FAIL,-0.1873,-10.985,47.4379,14.32
vwap_rebreak_count_after_low,1400,FAILED_BREAKOUT,0.0036,-1.0,1.0,0.0
vwap_rebreak_count_after_low,1400,STRUCTURE_FAIL,0.0152,-1.5,1.0,0.0
vwap_reclaim_count_after_low,1400,FAILED_BREAKOUT,0.0469,-1.0,1.0,-1.0
vwap_reclaim_count_after_low,1400,STRUCTURE_FAIL,-0.026,-1.0,1.0,-1.0
closest_high_to_s1_pct_so_far,1400,FAILED_BREAKOUT,0.0294,-1.7768,1.5098,0.1467
closest_high_to_s1_pct_so_far,1400,STRUCTURE_FAIL,-0.3382,-0.0098,4.6612,2.207
number_of_intraday_local_highs,1400,FAILED_BREAKOUT,0.059,-1.5,1.0,-0.5
number_of_intraday_local_highs,1400,STRUCTURE_FAIL,-0.1015,-1.0,2.0,0.5
local_high_progression_pct,1400,FAILED_BREAKOUT,0.0088,-0.8548,0.949,0.0157
local_high_progression_pct,1400,STRUCTURE_FAIL,0.1402,-1.9777,0.167,-0.7412
high_progression_pct,1400,FAILED_BREAKOUT,0.0088,-0.8548,0.949,0.0157
high_progression_pct,1400,STRUCTURE_FAIL,0.1402,-1.9777,0.167,-0.7412
probe_v01_compat,1400,FAILED_BREAKOUT,0.0,0.0,0.0,0.0
probe_v01_compat,1400,STRUCTURE_FAIL,0.0,0.0,0.0,0.0
continuous_s1_approach,1400,FAILED_BREAKOUT,0.0294,-1.7768,1.5098,0.1467
continuous_s1_approach,1400,STRUCTURE_FAIL,-0.3382,-0.0098,4.6612,2.207
cum_volume,1400,FAILED_BREAKOUT,-0.1046,-5600656.4625,31681159.125,17097487.5
cum_volume,1400,STRUCTURE_FAIL,-0.1137,-10327469.0,23437051.975,8473778.5
cum_volume_vs_D1_ratio,1400,FAILED_BREAKOUT,0.3139,-0.3878,-0.0103,-0.2228
cum_volume_vs_D1_ratio,1400,STRUCTURE_FAIL,0.3789,-0.5543,-0.0235,-0.1996
cum_volume_vs_anchor_ratio,1400,FAILED_BREAKOUT,0.2871,-0.3462,0.0535,-0.1643
cum_volume_vs_anchor_ratio,1400,STRUCTURE_FAIL,0.3059,-0.6158,0.0316,-0.154
volume_since_session_low,1400,FAILED_BREAKOUT,-0.0835,-5357245.15,27094644.55,9074510.5
volume_since_session_low,1400,STRUCTURE_FAIL,-0.0804,-13227669.075,18387365.9125,94737.5
volume_on_recovery,1400,FAILED_BREAKOUT,-0.0355,-2405106.475,8776748.95,2311977.0
volume_on_recovery,1400,STRUCTURE_FAIL,-0.0207,-7311405.0,8108703.025,-1458054.0
return_from_open_pct,1400,FAILED_BREAKOUT,0.0582,-1.6724,0.6518,-0.6845
return_from_open_pct,1400,STRUCTURE_FAIL,-0.0941,-0.7997,1.5288,0.1939
return_from_prev_close_pct,1400,FAILED_BREAKOUT,-0.0515,-1.1099,1.7087,0.3318
return_from_prev_close_pct,1400,STRUCTURE_FAIL,-0.1765,-0.2622,2.5713,1.0177
session_range_pct,1400,FAILED_BREAKOUT,0.217,-1.4728,0.1263,-0.6387
session_range_pct,1400,STRUCTURE_FAIL,0.3294,-1.9433,0.0873,-0.8943
close_location_so_far,1400,FAILED_BREAKOUT,0.1495,-0.243,-0.0267,-0.159
close_location_so_far,1400,STRUCTURE_FAIL,-0.2245,-0.0475,0.2573,0.133
high_from_open_pct,1400,FAILED_BREAKOUT,0.0088,-0.8548,0.949,0.0157
high_from_open_pct,1400,STRUCTURE_FAIL,0.1402,-1.9777,0.167,-0.7412
low_from_open_pct,1400,FAILED_BREAKOUT,-0.1472,-0.0934,1.1181,0.6345
low_from_open_pct,1400,STRUCTURE_FAIL,-0.1201,-0.6131,1.2304,0.1151
lower_shadow_proxy_so_far_pct,1400,FAILED_BREAKOUT,0.0827,-0.6076,0.4158,-0.2367
lower_shadow_proxy_so_far_pct,1400,STRUCTURE_FAIL,-0.0779,-0.1338,0.6728,0.2198
upper_shadow_proxy_so_far_pct,1400,FAILED_BREAKOUT,-0.0763,-0.4666,0.7419,0.2667
upper_shadow_proxy_so_far_pct,1400,STRUCTURE_FAIL,0.2069,-2.0912,0.0865,-0.7714
checkpoint_close,1400,FAILED_BREAKOUT,0.2802,-10.3087,-0.6399,-5.865
checkpoint_close,1400,STRUCTURE_FAIL,0.0598,-5.4834,4.8846,-0.235
session_low_price,1400,FAILED_BREAKOUT,0.274,-9.8235,-0.2943,-5.21
session_low_price,1400,STRUCTURE_FAIL,0.0608,-5.2809,4.6331,-0.08
session_high_price,1400,FAILED_BREAKOUT,0.2817,-10.5857,-0.6948,-5.72
session_high_price,1400,STRUCTURE_FAIL,0.0765,-5.5819,4.795,-0.5
vwap_price,1400,FAILED_BREAKOUT,0.2794,-10.2564,-0.6043,-5.5147
vwap_price,1400,STRUCTURE_FAIL,0.0686,-5.4967,4.7099,-0.6563
s1,1430,FAILED_BREAKOUT,0.2789,-11.062,-0.7311,-5.77
s1,1430,STRUCTURE_FAIL,0.0941,-6.0909,5.175,-0.52
invalid,1430,FAILED_BREAKOUT,0.282,-9.8599,-0.6459,-5.31
invalid,1430,STRUCTURE_FAIL,0.0672,-5.34,4.891,-0.09
D1_close,1430,FAILED_BREAKOUT,0.283,-9.8569,-0.4948,-4.83
D1_close,1430,STRUCTURE_FAIL,0.0721,-5.5991,4.55,-0.34
D1_volume,1430,FAILED_BREAKOUT,-0.2211,-3454678.55,38190319.5,10792861.0
D1_volume,1430,STRUCTURE_FAIL,-0.2569,-3970581.0,37121887.6625,13925971.0
D1_upper_shadow_pct,1430,FAILED_BREAKOUT,-0.3211,0.0,2.0661,1.6802
D1_upper_shadow_pct,1430,STRUCTURE_FAIL,-0.3113,0.0,2.0903,1.6802
D1_close_location,1430,FAILED_BREAKOUT,0.332,-0.8955,0.0,-0.778
D1_close_location,1430,STRUCTURE_FAIL,0.2162,-0.8955,0.0,-0.778
dist_D1_close_to_s1_pct,1430,FAILED_BREAKOUT,0.1113,-2.098,1.2709,-0.6515
dist_D1_close_to_s1_pct,1430,STRUCTURE_FAIL,-0.2147,-0.3001,3.7519,1.7283
dist_D1_close_to_support_pct,1430,FAILED_BREAKOUT,0.0191,-1.0612,2.1712,0.4696
dist_D1_close_to_support_pct,1430,STRUCTURE_FAIL,0.0265,-2.1346,2.0619,-0.1134
dist_D1_close_to_invalid_pct,1430,FAILED_BREAKOUT,-0.0119,-1.4637,2.5018,0.9613
dist_D1_close_to_invalid_pct,1430,STRUCTURE_FAIL,0.0098,-2.0201,2.2019,-0.2458
pullback_volume_dry_up_pre_D0,1430,FAILED_BREAKOUT,0.0949,-0.2766,0.1581,-0.0514
pullback_volume_dry_up_pre_D0,1430,STRUCTURE_FAIL,-0.084,-0.1624,0.3217,0.1349
probe_count_pre_D0,1430,FAILED_BREAKOUT,-0.108,0.0,0.5,0.0
probe_count_pre_D0,1430,STRUCTURE_FAIL,-0.0608,0.0,0.5,0.0
closest_high_to_s1_pre_D0_pct,1430,FAILED_BREAKOUT,0.2183,-5.2386,2.0274,-2.2685
closest_high_to_s1_pre_D0_pct,1430,STRUCTURE_FAIL,0.008,-4.2453,4.6295,-0.1115
pre_D0_min_low,1430,FAILED_BREAKOUT,0.2983,-26.27,2.2215,-6.44
pre_D0_min_low,1430,STRUCTURE_FAIL,0.072,-6.731,7.0,0.645
d0_open,1430,FAILED_BREAKOUT,0.2799,-10.1028,-0.599,-4.89
d0_open,1430,STRUCTURE_FAIL,0.0706,-5.6779,4.53,-0.12
prev_close,1430,FAILED_BREAKOUT,0.283,-9.8569,-0.4948,-4.83
prev_close,1430,STRUCTURE_FAIL,0.0721,-5.5991,4.55,-0.34
anchor_volume,1430,FAILED_BREAKOUT,-0.2124,-783196.0,29472921.8,10431811.0
anchor_volume,1430,STRUCTURE_FAIL,-0.2196,-6820401.675,29799121.975,10549477.0
price_to_s1_pct,1430,FAILED_BREAKOUT,0.0711,-1.7138,0.953,-0.3648
price_to_s1_pct,1430,STRUCTURE_FAIL,-0.4206,0.0961,4.2387,1.6208
session_high_to_s1_pct,1430,FAILED_BREAKOUT,0.1559,-1.854,0.8988,-0.5442
session_high_to_s1_pct,1430,STRUCTURE_FAIL,-0.1686,-1.1348,2.5886,0.6571
best_distance_to_s1_so_far_pct,1430,FAILED_BREAKOUT,0.0263,-1.7132,1.5098,-0.2903
best_distance_to_s1_so_far_pct,1430,STRUCTURE_FAIL,-0.3412,-0.0098,4.7671,1.8876
s1_cross_count_so_far,1430,FAILED_BREAKOUT,0.0,0.0,0.0,0.0
s1_cross_count_so_far,1430,STRUCTURE_FAIL,0.0,0.0,0.0,0.0
s1_reject_count_so_far,1430,FAILED_BREAKOUT,0.0,0.0,0.0,0.0
s1_reject_count_so_far,1430,STRUCTURE_FAIL,0.0,0.0,0.0,0.0
price_to_support_pct,1430,FAILED_BREAKOUT,-0.0294,-1.0348,1.2218,-0.072
price_to_support_pct,1430,STRUCTURE_FAIL,-0.3049,0.3536,2.7105,1.3536
price_to_invalid_pct,1430,FAILED_BREAKOUT,-0.0464,-0.9697,1.328,0.1728
price_to_invalid_pct,1430,STRUCTURE_FAIL,-0.3279,0.3155,2.7367,1.2578
session_low_to_support_pct,1430,FAILED_BREAKOUT,-0.1871,-0.1914,1.8819,0.8207
session_low_to_support_pct,1430,STRUCTURE_FAIL,-0.2275,-0.2148,2.3234,1.3339
minutes_since_support_touch,1430,FAILED_BREAKOUT,-0.0619,0.0,0.0,0.0
minutes_since_support_touch,1430,STRUCTURE_FAIL,-0.1282,0.0,0.0,0.0
minutes_from_support_low_to_reclaim,1430,FAILED_BREAKOUT,-0.0237,0.0,0.0,0.0
minutes_from_support_low_to_reclaim,1430,STRUCTURE_FAIL,0.1384,-7.5,0.0,0.0
price_after_support_reclaim_pct,1430,FAILED_BREAKOUT,0.1014,-1.0385,0.3312,-0.291
price_after_support_reclaim_pct,1430,STRUCTURE_FAIL,-0.3867,0.1768,1.5392,0.9774
drawdown_from_open_pct,1430,FAILED_BREAKOUT,-0.1518,-0.0752,1.1507,0.6612
drawdown_from_open_pct,1430,STRUCTURE_FAIL,-0.1368,-0.6131,1.2304,0.1428
session_low_pct_vs_prev_close,1430,FAILED_BREAKOUT,-0.2562,-0.3794,1.7461,0.5672
session_low_pct_vs_prev_close,1430,STRUCTURE_FAIL,-0.3422,0.0003,2.2128,1.1833
recovery_from_session_low_pct,1430,FAILED_BREAKOUT,0.2258,-1.9451,0.2078,-1.073
recovery_from_session_low_pct,1430,STRUCTURE_FAIL,-0.1088,-0.6255,1.5784,0.3845
recovery_fraction_of_drawdown,1430,FAILED_BREAKOUT,-0.0474,-0.3303,0.8296,0.2356
recovery_fraction_of_drawdown,1430,STRUCTURE_FAIL,-0.1892,-0.214,1.2382,0.4102
minutes_low_to_open_reclaim,1430,FAILED_BREAKOUT,0.0678,-2.5,0.0,0.0
minutes_low_to_open_reclaim,1430,STRUCTURE_FAIL,-0.0436,0.0,0.0,0.0
minutes_low_to_prev_close_reclaim,1430,FAILED_BREAKOUT,-0.0193,0.0,5.0,0.0
minutes_low_to_prev_close_reclaim,1430,STRUCTURE_FAIL,0.036,-5.0,10.0,0.0
price_vs_vwap_pct,1430,FAILED_BREAKOUT,0.1598,-0.9954,0.1858,-0.2722
price_vs_vwap_pct,1430,STRUCTURE_FAIL,-0.2623,-0.104,1.4445,0.922
minutes_low_to_vwap_reclaim,1430,FAILED_BREAKOUT,0.0062,-10.0,10.0,-2.5
minutes_low_to_vwap_reclaim,1430,STRUCTURE_FAIL,0.0558,-27.5,15.0,-7.5
pct_bars_above_vwap_since_low,1430,FAILED_BREAKOUT,0.1531,-40.885,10.5159,-12.33
pct_bars_above_vwap_since_low,1430,STRUCTURE_FAIL,-0.1946,-11.9609,50.6509,23.11
vwap_rebreak_count_after_low,1430,FAILED_BREAKOUT,0.0374,-1.0,1.0,0.0
vwap_rebreak_count_after_low,1430,STRUCTURE_FAIL,0.0755,-2.0,1.0,-1.0
vwap_reclaim_count_after_low,1430,FAILED_BREAKOUT,0.0902,-1.0,1.0,-1.0
vwap_reclaim_count_after_low,1430,STRUCTURE_FAIL,0.0294,-2.0,1.0,-1.0
closest_high_to_s1_pct_so_far,1430,FAILED_BREAKOUT,0.0263,-1.7132,1.5098,-0.2903
closest_high_to_s1_pct_so_far,1430,STRUCTURE_FAIL,-0.3412,-0.0098,4.7671,1.8876
number_of_intraday_local_highs,1430,FAILED_BREAKOUT,0.0655,-2.0,1.5,0.0
number_of_intraday_local_highs,1430,STRUCTURE_FAIL,-0.1328,-1.0,2.0,1.0
local_high_progression_pct,1430,FAILED_BREAKOUT,0.0232,-0.9991,0.9226,-0.0226
local_high_progression_pct,1430,STRUCTURE_FAIL,0.1265,-1.9602,0.167,-0.7412
high_progression_pct,1430,FAILED_BREAKOUT,0.0232,-0.9991,0.9226,-0.0226
high_progression_pct,1430,STRUCTURE_FAIL,0.1265,-1.9602,0.167,-0.7412
probe_v01_compat,1430,FAILED_BREAKOUT,0.0,0.0,0.0,0.0
probe_v01_compat,1430,STRUCTURE_FAIL,0.0,0.0,0.0,0.0
continuous_s1_approach,1430,FAILED_BREAKOUT,0.0263,-1.7132,1.5098,-0.2903
continuous_s1_approach,1430,STRUCTURE_FAIL,-0.3412,-0.0098,4.7671,1.8876
cum_volume,1430,FAILED_BREAKOUT,-0.1072,-5855806.2,34519026.0,18543300.0
cum_volume,1430,STRUCTURE_FAIL,-0.1127,-10166636.2125,23955933.0,9284159.0
cum_volume_vs_D1_ratio,1430,FAILED_BREAKOUT,0.3134,-0.4146,0.0236,-0.2166
cum_volume_vs_D1_ratio,1430,STRUCTURE_FAIL,0.3647,-0.6268,0.0063,-0.2129
cum_volume_vs_anchor_ratio,1430,FAILED_BREAKOUT,0.2887,-0.3797,0.0557,-0.203
cum_volume_vs_anchor_ratio,1430,STRUCTURE_FAIL,0.3088,-0.6788,0.0537,-0.2117
volume_since_session_low,1430,FAILED_BREAKOUT,-0.0593,-7224276.8,27047749.425,7061491.5
volume_since_session_low,1430,STRUCTURE_FAIL,-0.0765,-15311265.6875,20419332.2125,-1195147.5
volume_on_recovery,1430,FAILED_BREAKOUT,-0.0741,-2304798.2,8753124.775,2109866.0
volume_on_recovery,1430,STRUCTURE_FAIL,0.0583,-8170371.8375,7315147.375,-2921579.0
return_from_open_pct,1430,FAILED_BREAKOUT,0.0428,-1.4899,0.7684,-0.3542
return_from_open_pct,1430,STRUCTURE_FAIL,-0.1922,-0.216,2.1198,0.9085
return_from_prev_close_pct,1430,FAILED_BREAKOUT,-0.0454,-1.1287,1.5378,0.2357
return_from_prev_close_pct,1430,STRUCTURE_FAIL,-0.2225,0.1637,2.9951,1.3881
session_range_pct,1430,FAILED_BREAKOUT,0.234,-1.5553,0.0351,-0.7744
session_range_pct,1430,STRUCTURE_FAIL,0.3294,-1.9255,-0.0004,-1.072
close_location_so_far,1430,FAILED_BREAKOUT,0.107,-0.2103,0.056,-0.0555
close_location_so_far,1430,STRUCTURE_FAIL,-0.2897,0.0291,0.3361,0.2125
high_from_open_pct,1430,FAILED_BREAKOUT,0.0232,-0.9991,0.9226,-0.0226
high_from_open_pct,1430,STRUCTURE_FAIL,0.1265,-1.9602,0.167,-0.7412
low_from_open_pct,1430,FAILED_BREAKOUT,-0.1518,-0.0752,1.1507,0.6612
low_from_open_pct,1430,STRUCTURE_FAIL,-0.1368,-0.6131,1.2304,0.1428
lower_shadow_proxy_so_far_pct,1430,FAILED_BREAKOUT,0.1433,-0.9491,0.2391,-0.2294
lower_shadow_proxy_so_far_pct,1430,STRUCTURE_FAIL,-0.0382,-0.1374,0.7833,0.3309
upper_shadow_proxy_so_far_pct,1430,FAILED_BREAKOUT,-0.0436,-0.5867,0.6139,0.1254
upper_shadow_proxy_so_far_pct,1430,STRUCTURE_FAIL,0.2397,-2.1487,0.1592,-1.0771
checkpoint_close,1430,FAILED_BREAKOUT,0.2789,-10.3505,-0.5756,-5.33
checkpoint_close,1430,STRUCTURE_FAIL,0.0583,-5.4315,5.001,0.0
session_low_price,1430,FAILED_BREAKOUT,0.274,-9.8235,-0.2943,-5.21
session_low_price,1430,STRUCTURE_FAIL,0.0608,-5.2809,4.6331,-0.08
session_high_price,1430,FAILED_BREAKOUT,0.2814,-10.5857,-0.7493,-5.685
session_high_price,1430,STRUCTURE_FAIL,0.0745,-5.5819,4.795,-0.465
vwap_price,1430,FAILED_BREAKOUT,0.2794,-10.2626,-0.6052,-5.4933
vwap_price,1430,STRUCTURE_FAIL,0.0676,-5.4948,4.7112,-0.6165
