dimension,stratum,n,success_n,nonsuccess_n,auc,direction,effect,reportable,note,verdict,consistency,material_reversal_n,opposite_n,factor,role
t0_gap_up,NO_GAP_UP,3072,142,2930,0.4982105946257751,NEGATIVE,0.001789405374224895,True,,DATA_LIMITED,,0,0,days_to_pullback_low,CONTROL
year,2024,2057,108,1949,0.4818947988522129,NEGATIVE,0.018105201147787076,True,,MIXED,0.6666666666666666,0,1,pullback_duration,CONTROL
year,2025,3899,167,3732,0.521651231299459,POSITIVE,0.021651231299459006,True,,MIXED,0.6666666666666666,0,1,pullback_duration,CONTROL
year,2026,1970,99,1871,0.5231146310782869,POSITIVE,0.02311463107828693,True,,MIXED,0.6666666666666666,0,1,pullback_duration,CONTROL
quarter,2024Q3,869,58,811,0.4876908031804073,NEGATIVE,0.012309196819592694,True,,MIXED,0.75,0,2,pullback_duration,CONTROL
quarter,2024Q4,1188,50,1138,0.4778558875219684,NEGATIVE,0.022144112478031608,True,,MIXED,0.75,0,2,pullback_duration,CONTROL
quarter,2025Q1,1152,47,1105,0.5288052373158756,POSITIVE,0.028805237315875587,True,,MIXED,0.75,0,2,pullback_duration,CONTROL
quarter,2025Q2,1061,45,1016,0.5220472440944882,POSITIVE,0.022047244094488216,True,,MIXED,0.75,0,2,pullback_duration,CONTROL
quarter,2025Q3,752,26,726,0.5160786183513456,POSITIVE,0.016078618351345608,True,,MIXED,0.75,0,2,pullback_duration,CONTROL
quarter,2025Q4,934,49,885,0.516960682578116,POSITIVE,0.016960682578116004,True,,MIXED,0.75,0,2,pullback_duration,CONTROL
quarter,2026Q1,596,39,557,0.5306817658702757,POSITIVE,0.030681765870275712,True,,MIXED,0.75,0,2,pullback_duration,CONTROL
quarter,2026Q2,1075,53,1022,0.5298157515784809,POSITIVE,0.02981575157848093,True,,MIXED,0.75,0,2,pullback_duration,CONTROL
quarter,2026Q3,299,7,292,,UNKNOWN,,False,GATE success_n<10,MIXED,0.75,0,2,pullback_duration,CONTROL
regime,RISK_ON,4217,241,3976,0.49302818988620517,NEGATIVE,0.00697181011379483,True,,DATA_LIMITED,,0,0,pullback_duration,CONTROL
regime,RISK_OFF,3709,133,3576,0.534944744411364,POSITIVE,0.03494474441136397,True,,DATA_LIMITED,,0,0,pullback_duration,CONTROL
regime,NEUTRAL,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,pullback_duration,CONTROL
board,SH_MAIN,3862,196,3666,0.5011140708329158,POSITIVE,0.0011140708329158144,True,,DATA_LIMITED,,0,0,pullback_duration,CONTROL
board,SZ_MAIN,4064,178,3886,0.5215430499574966,POSITIVE,0.021543049957496563,True,,DATA_LIMITED,,0,0,pullback_duration,CONTROL
board,SZ_CHINEXT,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,pullback_duration,CONTROL
board,SH_STAR,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,pullback_duration,CONTROL
board,BSE,0,0,0,,UNKNOWN,,False,NO_ROWS,DATA_LIMITED,,0,0,pullback_duration,CONTROL
t0_position,LOW,266,9,257,,UNKNOWN,,False,GATE success_n<10,DATA_LIMITED,,0,0,pullback_duration,CONTROL
t0_position,MID,1623,69,1554,0.5210303471173037,POSITIVE,0.02103034711730367,True,,DATA_LIMITED,,0,0,pullback_duration,CONTROL
t0_position,HIGH,5144,265,4879,0.5027673471597567,POSITIVE,0.0027673471597566834,True,,DATA_LIMITED,,0,0,pullback_duration,CONTROL
t0_gap_up,GAP_UP,4820,230,4590,0.5153661077957753,POSITIVE,0.015366107795775297,True,,DATA_LIMITED,,0,0,pullback_duration,CONTROL
t0_gap_up,NO_GAP_UP,3106,144,2962,0.5036023426363568,POSITIVE,0.0036023426363568367,True,,DATA_LIMITED,,0,0,pullback_duration,CONTROL
